title,url,s,sp,date,timestamp
"Top Analyst Upgrades and Downgrades: AMD, Alibaba, Boeing, Pandora, Starbucks ...",http://247wallst.com/investing/2016/07/22/top-analyst-upgrades-and-downgrades-amd-alibaba-boeing-pandora-starbucks-twitter-att-and-many-more/,24/7 Wall St.,"Pandora Media Inc. (NYSE: P) was downgraded to Underperform from Sector Weight at Pacific Crest. The stock closed at $12.00, down 2.8%, despite word that Liberty had once floated a potential buyout interest.","Jul 22, 2016",1469192175
TWTR Stock: Will Alphabet Inc (GOOGL) Finally Buy Twitter Inc?,http://investorplace.com/2016/07/twtr-will-alphabet-inc-googl-finally-buy-twitter/,Investorplace.com,"The article detailed that the rest of the field is made up of rapidly growing niche players including Pandora Media Inc (NYSE:P), LinkedIn Corp (NYSE:LNKD) and Twitter.","Jul 7, 2016",1467907557
"Google&#39;s Newest Weather Card: Expect Improvements, With A Chance Of Consistency",http://www.benzinga.com/tech/16/07/8194528/googles-newest-weather-card-expect-improvements-with-a-chance-of-consistency,Benzinga,"Thankfully for many, Alphabet Inc (NASDAQ: GOOG) (NASDAQ: GOOGL) and its Google unit are looking to fix this major pet peeve.","Jul 7, 2016",1467913738
Music-Subscription Service Deezer Enters Crowded US Field,http://www.wsj.com/articles/music-subscription-service-deezer-enters-crowded-u-s-field-1468900982,Wall Street Journal,Music-video platform Vevo LLC and internet-radio company Pandora Media Inc. are also preparing to roll out new paid services in months ahead.,"Jul 19, 2016",1468900575
​Should Netflix Buy Spotify Before It IPOs Next Year?,https://www.equities.com/news/should-netflix-buy-spotify-before-it-ipos-next-year,Equities.com,"The company probably can hold its own against any standalone service like perhaps Pandora (P) or Tidal, but it also faces giant tech conglomerates that offer the same service as an ancillary feature.","Jul 21, 2016",1469106450
Spotify Wants to Go Public Despite a History of Losses,http://fortune.com/2016/07/20/spotify-wants-to-go-public/,Fortune,"That&#39;s about twice as many people as pay for Apple&#39;s AAPL 0.10% similar music service. Pandora Media P -1.19% , which is more like an online array of radio stations, has approximately four million subscribers among its 80 million active listeners ...","Jul 20, 2016",1469024373
9 Top Earnings to Watch for in the Week Ahead,http://247wallst.com/investing/2016/07/17/9-top-earnings-to-watch-for-in-the-week-ahead/,24/7 Wall St.,Pandora Media Inc. (NYSE: P) is set to share its latest quarterly earnings on Thursday. The consensus estimates call for a net loss of $0.16 per share on $351.58 million in revenue.,"Jul 17, 2016",1468764225
Pandora Media Inc (P) Pops on Streaming Service,http://investorplace.com/2016/08/pandora-media-inc-p-stock-streaming-service/,Investorplace.com,Pandora Media Inc (NYSE:P) is wafting up 2.5% on a day the S&amp;P 500 is trading erratic-to-flat. The strength comes on the back of Friday&#39;s news that the company is nearing a deal to bring on-demand streaming to Pandora users for the first time.,"Aug 22, 2016",1471896225
Pandora Media Inc (P) M&amp;A Potential Offers Downside Protection: FBR Capital,http://www.thecountrycaller.com/89832-pandora-media-inc-p-ma-potential-offers-downside-protection-fbr-capital/,TCC,"Pandora Media Inc. (NYSE:P) stock has climbed up over the last six months, breaking away from its downward trajectory it witnessed at the beginning of this year.","Aug 22, 2016",1471880577
Pandora Nears Deals For On-Demand Streaming,http://www.wsj.com/articles/pandora-nears-deals-for-on-demand-streaming-1471599002,Wall Street Journal,"Pandora Media Inc. is aiming to start expanding its internet-radio service as soon as next month, offering its hallmark free tier as well as two new monthly subscription options that will mark its foray into on-demand music streaming, said people ...","Aug 19, 2016",1471599048
Pandora Media Inc (P) Shares Pop on Possible Sale Rumors,http://investorplace.com/2016/07/pandora-media-p-shares-pop-possible-sale-rumors/,Investorplace.com,"Pandora Media Inc (P) Shares Pop on Possible Sale Rumors. Pandora has hired investment banking firm Centerview Patners. Jul 26, 2016, 12:13 pm EST | By William White, InvestorPlace Writer.","Jul 26, 2016",1469549925
Pandora Media details plans to enter ticketing business,http://www.reuters.com/article/us-pandora-media-ticketing-idUSKCN1071PR,Reuters,"Online radio giant Pandora Media Inc on Wednesday detailed its plans to market concert tickets to listeners, broadening the company&#39;s business as it strives to become profitable.","Jul 27, 2016",1469624850
Pandora and Ticketfly Roll Out Personalized Concert Notifications,http://ampthemag.com/the-real/pandora-and-ticketfly-roll-out-personalized-concert-notifications/,Amplify,"Pandora users will receive personalized push notifications and feed alerts whenever their favorite artists are playing at Ticketfly venues near them, officials with both companies announced today.","Jul 27, 2016",1469643771
Pandora and Ticketfly Deliver the Ultimate Way to Discover Live Music,http://www.businesswire.com/news/home/20160727005172/en/Pandora-Ticketfly-Deliver-Ultimate-Discover-Live-Music,Business Wire (press release),"BUSINESS WIRE)--Pandora (NYSE:P), the go-to music source for fans and artists, today announced the simplest way to discover live music with hyper-personalized concert notifications for Ticketfly events.","Jul 27, 2016",1469624428
Bank Of America Examines Possible Pandora On-Demand Service,http://www.benzinga.com/analyst-ratings/analyst-color/16/08/8379023/bank-of-america-examines-possible-pandora-on-demand-serv,Benzinga,Bank of America Merrill Lynch raised its price target on Pandora Media Inc (NYSE: P) by $2 to $14 after the Wall Street Journal reported that Pandora is a near a deal with record labels and could launch its on-demand subscription service as early as ...,"Aug 22, 2016",1471895622
Pandora Media Inc In Talks To Launch On-Demand Service,http://www.bidnessetc.com/72513-pandora-media-talks-launch-ondemand-service/,Bidness ETC,Pandora Media Inc (NYSE:P) plans to expand as an on-demand music streaming service next month to boost revenue growth and enhance margin leverage.,"Aug 23, 2016",1471946511
Apple Music Releases New Frank Ocean Album As Pandora Plans To Launch On ...,http://www.benzinga.com/news/16/08/8374080/apple-music-releases-new-frank-ocean-album-as-pandora-plans-to-launch-on-demand-s,Benzinga,"Pandora Media Inc (NYSE: P) was also in the spotlight as the Wall Street Journal reported the company could start offering a paid on-demand music streaming as soon as next month, possibly looking to return to user growth after several quarters of ...","Aug 19, 2016",1471636899
Why The Lending Industry Is Like The Music Industry,http://www.benzinga.com/fintech/16/08/8333740/why-the-lending-industry-is-like-the-music-industry,Benzinga,"Spotify is losing money, Apple Inc. (NASDAQ: AAPL) Music has not been the success investors were hoping for, and Pandora Media Inc (NYSE: P) stock has spent much of the year in single digits. And remember Wall Street&#39;s reaction to the Nashville Area&nbsp;...","Aug 10, 2016",1470852969
Pandora: Q2 Earnings And Concerning Trends Give Reason For Skepticism,http://seekingalpha.com/article/4001049-pandora-q2-earnings-concerning-trends-give-reason-skepticism,Seeking Alpha,"Pandora Media Inc (NYSE: P), a media company that specializes in online radio, is at a low price historically and there have been a number of buy recommendations floating about with the stock price trending upwards.","Aug 21, 2016",1471765275
Corvex Petitions to Take Future Stake in Pandora to 14.99%,https://www.bloomberg.com/news/articles/2016-07-28/corvex-petitions-to-take-future-stake-in-pandora-to-14-99,Bloomberg,"Corvex Management LP, the hedge fund run by Keith Meister agitating for a sale of Pandora Media Inc., petitioned U.S. regulators for permission to increase its stake in the internet radio company to as much as 14.99 percent in the future without ...","Jul 28, 2016",1469741502
Pandora Plans to Move Beyond Music,http://www.fool.com/investing/2016/08/10/pandora-plans-to-move-beyond-music.aspx,Motley Fool,Pandora Media (NYSE:P) turned the Music Genome Project into a service that has more than 77 million listeners and generates nearly $1.2 billion in annual revenue.,"Aug 10, 2016",1470838500
Can Pandora Compete in On-Demand Streaming?,http://www.fool.com/investing/2016/08/24/can-pandora-compete-in-on-demand-streaming.aspx,Motley Fool,Those are the words of Pandora (NYSE:P) CEO Tim Westergren at the MIDEM conference earlier this year. He was describing his goal to release an on-demand music service at a price below $10 per month.,"Aug 24, 2016",1472042895
The Summer That Streaming Took Over,http://www.wsj.com/articles/the-summer-that-streaming-took-over-1472151516,Wall Street Journal,"Streaming, once a niche music format, hit its cultural tipping point this summer. The move by consumers away from owning music to renting it from services like Spotify and Apple Music has caught fire.","Aug 25, 2016",1472151539
Will play for food: Amazon&#39;s rumored music streaming service could hurt Apple ...,http://www.salon.com/2016/08/25/will-play-for-food-amazons-rumored-music-streaming-service-could-hurt-apple-spotify-and-every-musician-you-love/,Salon,"Copyright © 2016 Salon Media Group, Inc. Reproduction of material from any Salon pages without written permission is strictly prohibited.","Aug 25, 2016",1472118975
Can Pandora Keep Going After Last Week&#39;s 11% Pop?,http://www.fool.com/investing/general/2016/08/01/can-pandora-keep-going-after-last-weeks-11-pop.aspx,Motley Fool,"Last week was a good one for Pandora Media (NYSE:P) investors. Shares of the leading provider of streaming music moved 11% higher after media reports indicated that it hired a pro to smoke out strategic alternatives, a potential buyer had some kind ...","Aug 1, 2016",1470056175
Liberty Media Chief: Any Streaming Music Deal Would Be Housed in Sirius XM,http://www.wsj.com/articles/liberty-media-chief-any-streaming-music-deal-would-be-housed-in-sirius-xm-1470422969,Wall Street Journal,"Mr. Maffei&#39;s comments clear up one question for Wall Street as investors watch how his efforts to court Pandora Media Inc. play out. The Wall Street Journal reported last month that Mr. Maffei had floated an informal, roughly $15-a-share bid for ...","Aug 5, 2016",1470423002
Liberty&#39;s Maffei: Any streaming buy would be linked with Sirius XM,http://seekingalpha.com/news/3200805-libertys-maffei-streaming-buy-linked-sirius-xm,Seeking Alpha,"On the company&#39;s earnings call, Liberty Media (NASDAQ:LMCA) CEO Greg Maffei said that if the company went for streaming music, a purchase would be organized in the company&#39;s Sirius XM (SIRI -0.1%) rather than at the parent level, where some other music ...","Aug 5, 2016",1470424725
Is Pandora Leaving Money on the Table?,http://www.fool.com/investing/2016/08/08/is-pandora-leaving-money-on-the-table.aspx,Motley Fool,"It wasn&#39;t a great quarter for investors in Pandora Media (NYSE:P), with revenue growth slumping to 20% over the year-ago period -- near it&#39;s lowest since going public -- and the company revising its guidance to reflect a weaker second half.","Aug 8, 2016",1470669750
"Pandora Summer Crush Concert Features Fergie, 5 Seconds of Summer &amp; Daya",http://www.billboard.com/articles/columns/pop/7469576/pandora-summer-crush-fergie-5-seconds-of-summer-daya,Billboard,"Pandora brought together thousands of fans at Los Angeles&#39; L.A. Live for a free, outdoor end-of-summer concert. The Pandora Summer Crush concert hosted pop sensations Daya, 5 Seconds of Summer and crowd winner Fergie. The concert headlined by the&nbsp;...","Aug 14, 2016",1471208634
Fergie and Josh Duhamel at Pandora Summer Crush Concert 2016,https://www.popsugar.co.uk/celebrity/Fergie-Josh-Duhamel-Pandora-Summer-Crush-Concert-2016-42222668,POPSUGAR UK,"A week after taking their son Axl, 2, to his first Dodgers game, the couple arrived at the Pandora Summer Crush concert in LA on Saturday looking like a picture-perfect family.","Aug 15, 2016",1471279710
"Pandora (P) Ups its Game, Brings Questlove for a New Show",http://finance.yahoo.com/news/pandora-p-ups-game-brings-103510311.html,Yahoo Finance,"Pandora Media, Inc. P recently clinched a partnership with famed artist, Questlove aka Ahmir Khalib Thompson for a new show called “Questlove Supreme”.","Aug 25, 2016",1472123555
"Pandora Partners With Questlove, Unveils Questlove Supreme",http://www.businesswire.com/news/home/20160824005327/en/Pandora-Partners-Questlove-Unveils-Questlove-Supreme,Business Wire (press release),"OAKLAND, Calif.--(BUSINESS WIRE)--Pandora (NYSE:P), the go-to music source for fans and artists, today announced it will partner with Questlove to premiere Questlove Supreme, a raw and ingenious three-hour show curated and produced by the four-time&nbsp;...","Aug 24, 2016",1472043637
Questlove will host a weekly show for internet radio service Pandora,http://www.theverge.com/2016/8/25/12637086/questlove-supreme-pandora-radio-show-weekly,The Verge,"Pandora is reportedly in the final stages of creating its own subscription-based music streaming service, designed to rival Spotify, Tidal, and Apple Music, but that&#39;s not the only change on the horizon for the internet radio company.","Aug 25, 2016",1472099558
Pandora (P) Stock Up After DOJ Ruling,https://www.thestreet.com/story/13665350/1/pandora-p-stock-up-after-doj-ruling.html,TheStreet.com,"We rate PANDORA MEDIA INC as a Sell with a ratings score of D. This is driven by a number of negative factors, which we believe should have a greater impact than any strengths, and could make it more difficult for investors to achieve positive results&nbsp;...","Aug 4, 2016",1470328875
"U.S. Declines Sony, Universal Bids on Music Royalty Accords",https://www.bloomberg.com/news/articles/2016-08-04/u-s-declines-sony-universal-bids-to-remake-music-royalties,Bloomberg,Music publishers had argued that the rise of digital offerings like Pandora Media Inc.&#39;s streaming music service demanded revisions.,"Aug 4, 2016",1470323753
Music Licensing Giants Vow to Push Back Against the DOJ&#39;s Royalty Decision,http://fortune.com/2016/08/05/justice-department-doj-music-industry-royalty-collection/,Fortune,"For years, in cases where ASCAP (the American Society of Composers, Authors and Publishers) or BMI (Broadcast Music Inc) did not represent all of the authors of a song, they would issue fractional licenses and presume that the licensee would ensure ...","Aug 5, 2016",1470370369
Pandora to Livestream Metallica&#39;s August 20 Concert at Minneapolis&#39; U.S. Bank ...,http://www.businesswire.com/news/home/20160810005271/en/Pandora-Livestream-Metallica%E2%80%99s-August-20-Concert-Minneapolis%E2%80%99,Business Wire (press release),"OAKLAND, Calif.--(BUSINESS WIRE)--Pandora (NYSE:P), the go-to music source for fans and artists, announced today it will livestream Metallica&#39;s headlining performance at Minneapolis&#39; new U.S.","Aug 10, 2016",1470834030
"OPINION: DOJ Got It Right On ASCAP, BMI Consent Decrees",http://www.law360.com/articles/825684/opinion-doj-got-it-right-on-ascap-bmi-consent-decrees,Law360 (subscription),"In the rate hearing case In re Pandora Media Inc., Judge Denise Cote found that lack of information compelled Pandora to enter into agreements with Sony and UMPG, and therefore made poor benchmarks.","Aug 8, 2016",1470670424
San Francisco Housing Frenzy Shifts Across the Bay to Oakland,https://www.bloomberg.com/news/articles/2016-08-23/san-francisco-housing-frenzy-shifts-across-the-bay-to-oakland,Bloomberg,Companies such as Uber Technologies Inc. are moving in -- helping to fuel a 43 percent jump in office rents in two years -- while big investors including Blackstone Group LP and Boston Properties Inc. are putting money into residential projects in the ...,"Aug 23, 2016",1471949974
Litigation Powerhouse: King &amp; Spalding,https://www.law360.com/articles/827367/litigation-powerhouse-king-spalding,Law360 (subscription),"Pandora Media Inc. v. ASCAP - In a huge win for the internet radio giant, the Second Circuit said the American Society of Composers, Authors and Publishers and major music publishers couldn&#39;t selectively refuse to blanket license their music to digital ...","Aug 11, 2016",1470953514
MediaNews Group Opposes Monster Worldwide Sale to Randstad,http://finance.yahoo.com/news/medianews-group-opposes-monster-worldwide-123000015.html,Yahoo Finance,"DENVER, CO--(Marketwired - August 19, 2016) - MediaNews Group, Inc. (&quot;MNG&quot;) today sent a letter to Monster Worldwide Inc.&#39;s (MWW) (&quot;Monster&quot; or the &quot;Company&quot;) Board of Directors disclosing an 11.6% ownership stake in Monster&#39;s shares and voicing ...","Aug 19, 2016",1471609954
CNBC&#39;s &#39;Halftime Report&#39; Panel Debates Pandora (P) Stock,https://www.thestreet.com/story/13681710/1/cnbc-s-halftime-report-panel-debates-pandora-p-stock.html,TheStreet.com,"&quot;The most likely acquirer would be Liberty Media&#39;s Sirius XM Radio. The comments of the CEO made at the end of July, speaking so strongly about the streaming and advantages Pandora brings forth, seems to be where the marriage is,&quot; Terranova said.","Aug 22, 2016",1471886100
"ASCAP , BMI And The Terrible, Horrible, No Good, Very Bad DOJ Decision That&#39;s ...",http://www.hypebot.com/hypebot/2016/08/ascap-and-the-terrible-horrible-no-good-very-bad-doj-decision-thats-going-to-create-chaos-in-the-mus.html,hypebot.com,"Thumbs-down-silhouette_318-35683 In this article, Stephen Carlisle dives back into the controversial decision handed down by the Department of Justice, breaking it down piece by piece and looking both at why the decision is harmful to the industry, and ...","Aug 19, 2016",1471622564
Half a Million Mobile-Phone Users Cut Bills With Their Eyeballs,https://www.bloomberg.com/news/articles/2016-08-24/murdoch-backed-startup-bets-you-ll-watch-ads-to-cut-phone-bills,Bloomberg,"Unlockd joins a growing list of companies -- including Facebook Inc., Amazon.com Inc. and Pandora Media Inc. -- that are targeting the mobile-advertising market, which is expected to more than double to $65.5 billion by 2019, according to researcher&nbsp;...","Aug 25, 2016",1472084928
Litigation Powerhouse: Weil Gotshal &amp; Manges,http://www.law360.com/articles/832659/litigation-powerhouse-weil-gotshal-manges,Law360 (subscription),"Pandora Royalty Rate Dispute - In December, after a six-week trial featuring testimony from 47 witnesses, Weil obtained a major victory for Pandora Media when the Copyright Royalty Board set favorable sound recording royalty rates for Pandora and other ...","Aug 26, 2016",1472169707
Pandora Media Inc: Why Traders Are Going Crazy Over Pandora Stock Today,http://www.profitconfidential.com/stock/pandora-media-inc-traders-going-crazy-pandora-stock-today/,Profit Confidential,"Pandora Media Inc (NYSE:P) has been quietly upping its game, and it could be a big deal for Pandora stock. After signing deals early in the week to increase the size of its collection, Pandora has made an announcement that stacks the company up against ...","Sep 16, 2016",1474037995
Pandora Media Inc (P) Options Volume Swells Amid Pullback,http://www.schaeffersresearch.com/content/options/2016/09/13/pandora-media-inc-(p)-options-volume-swells-amid-pullback,Schaeffers Research (blog),"A day after gapping higher on word of new streaming services, Pandora Media Inc (NYSE:P) is getting whacked. Although the firm inked direct licensing agreements with more than 30 record labels, its shares were last seen 2.4% lower at $13.95, while the&nbsp;...","Sep 13, 2016",1473784296
Pandora Media Inc Climbs After Upgrade,http://www.valuewalk.com/2016/09/pandora-media-climbs-upgrade/,ValueWalk,Pandora Media Inc (NYSE:P) received a key upgrade from analysts at SunTrust Robinson Humphrey. The online radio provider also received a price target increase last week from analysts at Nomura.,"Sep 12, 2016",1473701850
"Pandora Media, Inc. (NYSE:P) Insider Activities Are in the Air",http://reviewfortune.com/2016/09/14/pandora-media-inc-nysep-insider-activities-are-in-the-air/,Review Fortune,"Pandora Media, Inc. (NYSE:P) down -2.89% for the past 5 days, is under coverage of 15 analysts who collectively assign a hold rating on stock.","Sep 14, 2016",1473878700
"Why Pandora Media Inc (P), Raptor Pharmaceutical Corp. (RPTP) and SolarCity ...",http://investorplace.com/2016/09/why-pandora-media-inc-p-raptor-pharmaceutical-corp-rptp-and-solarcity-corp-scty-are-3-of-todays-best-stocks/,Investorplace.com,"Why Pandora Media Inc (P), Raptor Pharmaceutical Corp. (RPTP) and SolarCity Corp (SCTY) Are 3 of Today&#39;s Best Stocks. Dovish Fed comments sparked a rally for stocks.","Sep 12, 2016",1473712650
Why Horizon Pharma Is Not Overpaying for Raptor Pharma,http://247wallst.com/healthcare-business/2016/09/12/why-horizon-pharma-is-not-overpaying-for-raptor-pharma/,24/7 Wall St.,"Shares of Raptor Pharmaceuticals Corp. (NASDAQ: RPTP) made a sizable gain early on Monday, after the company was announced that Horizon Pharma PLC (NASDAQ: HZNP) would be acquiring it.","Sep 12, 2016",1473684300
Raptor Jumps 20% After Horizon Pharma&#39;s $800 Million Takeover Agreement,http://www.benzinga.com/news/16/09/8445308/raptor-jumps-20-after-horizon-pharmas-800-million-takeover-agreement,Benzinga,Horizon Pharma plc (NASDAQ: HZNP) and Raptor Pharmaceutical Corp. (NASDAQ: RPTP) reached an agreement by which the former would buy the latter for $9.00 a share in cash.,"Sep 12, 2016",1473681600
Pandora Stock: Pandora Media Inc Needs a Revamp,http://www.profitconfidential.com/stock/p-stock-pandora-media-inc-needs-revamp/,Profit Confidential,"Pandora Media Inc (NYSE:P) has staged a nice rally from its 52-week low of $7.10, but Pandora stock will continue to have to play the catch-up game in the ultra-competitive music streaming business, in which Spotify AB and Apple Inc. (NASDAQ:AAPL) are&nbsp;...","Sep 20, 2016",1474368171
The Music Industry Is Finally Making Money on Streaming,https://www.bloomberg.com/news/articles/2016-09-20/spotify-apple-drive-u-s-music-industry-s-8-first-half-growth,Bloomberg,"Pandora Media Inc., the largest online radio service in the world, will also introduce a paid, on-demand service by year&#39;s end, and aims to convert 10 percent of its 78 million free users into paying customers by 2020.","Sep 20, 2016",1474335316
Music Streaming Is a Money Pit,http://www.fool.com/investing/2016/09/18/music-streaming-is-a-money-pit.aspx,Motley Fool,"In recent weeks, Pandora Media (NYSE:P) announced plans for an on-demand streaming service to match Spotfiy and Apple (NASDAQ:AAPL), Amazon.","Sep 18, 2016",1474240153
"Pandora Media Inc (P) Is Rockin&#39;, But Don&#39;t Come A-Knockin&#39;!",http://investorplace.com/2016/09/pandora-media-inc-p-stock-agreements/,Investorplace.com,"For more than a month now, rumors of a $5 per month premium music service from Pandora Media Inc (NYSE:P) have been circulating, ever since The Wall Street Journal first broke the news last month.","Sep 13, 2016",1473772050
"Pandora Media Inc (P) &amp; Amazon.com, Inc. (AMZN) Soon to Commence New Music ...",http://www.thecountrycaller.com/26497-pandora-media-inc-p-amazoncom-inc-amzn-soon-to-commence-new-music-streaming-services,TCC,"The pricing model is expected to be challenged by two big online media giants, Amazon.com, Inc. (NASDAQ:AMZN) and Pandora Media Inc (NYSE:P). According to recent news, the two companies are planning to soon launch newer versions of their&nbsp;...","Sep 12, 2016",1473682950
"Pandora Gets On-Demand Music Rights to Tackle Spotify, Apple",https://www.bloomberg.com/news/articles/2016-09-13/pandora-gets-on-demand-music-rights-to-fend-off-spotify-apple-it1e3a15,Bloomberg,"Pandora Media Inc. acquired licenses to music from three of the world&#39;s largest rights holders, paving the way for two new subscription services to help the biggest online radio service challenge providers including Spotify and Apple Music.","Sep 13, 2016",1473766741
Pandora Media Inc. (P) Given Outperform Rating at Macquarie,http://www.thecerbatgem.com/2016/08/30/pandora-media-inc-p-given-outperform-rating-at-macquarie/,The Cerbat Gem,Pandora Media Inc. logo Macquarie reissued their outperform rating on shares of Pandora Media Inc. (NYSE:P) in a report issued on Monday.,"Aug 30, 2016",1472566500
"Pandora Media, Inc. (NYSE:P) Stock Declines, Analysts: Hold Rating",http://reviewfortune.com/2016/09/16/pandora-media-inc-nysep-stock-declines-analysts-hold-rating-2/,Review Fortune,"Pandora Media, Inc. (NYSE:P) down -6.79% for the past 5 days, is under coverage of 15 analysts who collectively assign a hold rating on stock.","Sep 16, 2016",1474047724
"Pandora Media, Inc. (NYSE:P) Insiders Look Pessimistic About Prospects",http://reviewfortune.com/2016/09/02/pandora-media-inc-nysep-insiders-look-pessimistic-about-prospects/,Review Fortune,"Pandora Media, Inc. (NYSE:P) up 1.13% for the past 5 days, is under coverage of 34 analysts who collectively assign a hold rating on stock.","Sep 2, 2016",1472825700
Pandora launches new radio service &#39;Pandora Plus&#39;,http://www.reuters.com/article/us-pandora-media-pandoraplus-idUSKCN11L1HZ,Reuters,"Online radio service Pandora Media Inc launched &quot;Pandora Plus&quot;, its new subscription service, on Thursday as it looks to gain market share amid stiff competition from Apple Inc, Spotify and Amazon.","Sep 15, 2016",1473941464
Pandora Launches Enhanced &#39;Plus&#39; Music Streaming Service,http://www.wsj.com/articles/pandora-launches-enhanced-plus-music-streaming-service-1473940802,Wall Street Journal,"Pandora Media Inc. rolled out a new version of its ad-free internet radio service Thursday, allowing subscribers to replay songs, skip more of them and listen offline for the same $4.99 monthly price.","Sep 15, 2016",1473940840
Pandora Debuts New Radio Service in Bid for Paying Customers,https://www.bloomberg.com/news/articles/2016-09-15/pandora-unveils-new-radio-service-in-bid-to-get-paying-customers,Bloomberg,Pandora Media Inc. introduced a new paid version of the world&#39;s most popular online radio service Tuesday as part of an effort to convert free users into paying subscribers.,"Sep 15, 2016",1473941737
Uber Debuts Enhanced Pandora Media Inc Program for Riders,http://investorplace.com/2016/09/uber-pandora-p-stock/,Investorplace.com,"Uber Debuts Enhanced Pandora Media Inc Program for Riders. The feature also works with Spotify Premium. Sep 8, 2016, 11:40 am EST | By William White, InvestorPlace Writer.","Sep 8, 2016",1473348825
Pandora Media Looks To Tune With Uber to Boost Stagnating Business,https://www.thestreet.com/story/13700175/1/pandora-media-looks-to-tune-with-uber-to-boost-stagnating-business.html,TheStreet.com,"In June, the two launched an app called Uber Partner for drivers in the U.S., Australia and New Zealand that allowed them to play music ad-free on Pandora. Back then, Uber Partner also let riders using Apple&#39;s (AAPL) iOS play their own music if they ...","Sep 9, 2016",1473452542
Uber&#39;s new Spotify and Pandora features make carpool karaoke even easier,http://www.theverge.com/2016/9/8/12847282/uber-spotify-pandora-integration-music-playlists,The Verge,"It&#39;s an expansion of Uber&#39;s two-year-old partnership with Spotify, which integrated the music streaming service into the ride-hail app to allow riders to listen to their favorite playlists during their trip.","Sep 8, 2016",1473348445
"Services Stocks Under Review -- Sirius XM, Pandora Media, News, and Cumulus Media",http://www.prnewswire.com/news-releases/services-stocks-under-review----sirius-xm-pandora-media-news-and-cumulus-media-593227551.html,PR Newswire (press release),"Stock-Callers.com has initiated research reports on the following equities: Sirius XM Holdings Inc. (NASDAQ: SIRI), Pandora Media Inc. (NYSE: P), News Corp. (NASDAQ: NWSA), and Cumulus Media Inc. (NASDAQ: CMLS). These companies belong to the&nbsp;...","Sep 13, 2016",1473765975
Apple Inc. Fights Pandora and Amazon With Apple Music Discount,http://investorplace.com/2016/09/apple-inc-aapl-pandora-apple-music-discount/,Investorplace.com,"Pandora Media Inc (NYSE:P) is working on new on-demand streaming music plans, including a $5 monthly option. Amazon.com, Inc. (NASDAQ:AMZN) is eyeing a $5 plan, too.","Sep 6, 2016",1473169275
Report: Pandora to offer new $5 streaming option,http://www.usatoday.com/story/tech/2016/09/07/report-pandora-offer-5-streaming-option/89950758/,USA TODAY,"As the battle amongst music streaming services intensifies Pandora has a new strategy: beat Apple and Spotify on price. The online radio service is looking to launch a new $5 per month music service, according to a report from the New York Post.","Sep 7, 2016",1473257412
Pandora&#39;s Founder &amp; CEO to Present at the 2016 CITI Global Technology Conference,http://www.businesswire.com/news/home/20160906006490/en/Pandora%E2%80%99s-Founder-CEO-Present-2016-CITI-Global,Business Wire (press release),"OAKLAND, Calif.--(BUSINESS WIRE)--Pandora (NYSE:P), the go-to music source for fans and artists, today announced that the company&#39;s Founder and CEO, Tim Westergren, will present at the 2016 CITI Global Technology Conference.","Sep 6, 2016",1473192225
Pandora won&#39;t announce its new music services tomorrow,http://www.recode.net/2016/9/6/12818272/pandora-music-service-announcement,Recode,"Pandora CEO Tim Westergren is scheduled to speak at a Wall Street conference on Wednesday, and would like to be able to tell investors then that his company has lined up music label deals that will let him launch two new subscription services.","Sep 6, 2016",1473187160
Is Pandora on the Verge of Launching New Streaming Plans?,https://www.zacks.com/stock/news/230459/is-pandora-on-the-verge-of-launching-new-streaming-plans,Zacks.com,"Pandora Media, Inc. (P - Free Report) may roll out a couple of new paid subscription plans today at the Wall Street conference, per media reports.","Sep 7, 2016",1473250538
Pandora Dreams of Spotify and Apple Milestones,http://www.fool.com/investing/2016/09/15/pandora-dreams-of-spotify-apple-milestones.aspx,Motley Fool,"Pandora Media (NYSE:P) is rolling out new subscription services, just as Spotify and Apple (NASDAQ:AAPL) are reminding the market how lucrative premium streaming plans can be.","Sep 15, 2016",1473962897
"Spotify Claims 40 Million Paid Subscribers, More Than Double Apple Music Total",http://247wallst.com/consumer-products/2016/09/14/spotify-claims-40-million-paid-subscribers-nearly-triple-apple-music-total/,24/7 Wall St.,"Pandora Music Inc. (NYSE: P) announced a deal with three major music industry companies on Tuesday, and claimed 78 million active monthly users.","Sep 14, 2016",1473870044
Spotify claims 40 million paid subscribers,http://www.marketwatch.com/story/spotify-claims-40-million-paid-subscribers-2016-09-14,MarketWatch,"On Tuesday, Pandora Media Inc. signed direct licensing agreements with major record labels including Sony Corp.&#39;s Sony Music and Vivendi SA&#39;s Universal Music Group, in a move seen pushing the streaming music provider closer to offering an on-demand&nbsp;...","Sep 14, 2016",1473863850
Streaming Media Services Market Forecast to 2021 - Key Players are Spotify ...,http://www.businesswire.com/news/home/20160829005837/en/Streaming-Media-Services-Market-Forecast-2021--,Business Wire (press release),"Streaming media services is the multimedia services that are provided by the internet service provider to the end-user. it facilitates on-demand or real-time presentation and distribution of audio, video, and multimedia content via a communication ...","Aug 29, 2016",1472492008
